Identifier,Transcription,Characters,Sixtuple,Fanqie
1200,tsyeX,紙帋只坻軹枳咫扺𣲵砥坁汦抧恀䅩䳅,止開三上支章,諸氏
1201,dzyeX,是氏媞諟恀徥𤜣褆姼䟗,止開三上支常,承紙
1202,mjeX,靡𨇻𪎓骳𦗕𡬍蘼,止開三上支明,文彼
1203,pjeX,彼柀佊㗗𠐌,止開三上支幫,甫委
1204,bjeX,被罷,止開三上支並,皮彼
1205,xjweX,毁毀燬檓毇𥶵𠷏譭㩓烜𡢕,止合三上支曉,許委
1206,'jweX,委骫蜲𠷏䍴,止合三上支影,於詭
1207,khjweX,跪𣄲,止合三上支溪,去委
1208,kjweX,詭垝䣀陒攱䤥詭觤恑蛫祪庪䃽庋洈蟡𪀗姽桅佹,止合三上支見,過委
1209,sjweX,髓嶲靃䭉𣿂,止合三上支心,息委
1210,ljweX,累絫樏䉂厽垒,止合三上支來,力委
1211,gjeX,技妓徛伎錡䗁,止開三上支群,渠綺
1212,'jeX,倚猗椅旖輢,止開三上支影,於綺
1213,kjeX,掎剞庋踦攲㞆㱦,止開三上支見,居綺
1214,khjeX,綺婍碕䞚㥓觭㾨,止開三上支溪,墟彼
1215,ngjeX,螘蟻蛾錡礒齮艤檥㠖轙羛䰙,止開三上支疑,魚倚
1216,hjweX,蔿鄬儰䧦𤾸𤺉䦱薳寪,止合三上支云,韋委
1217,tsjweX,嘴觜㭰,止合三上支精,即委
1218,nyweX,蘂蕊甤繠,止合三上支日,如累
1219,tshjeX,此跐佌玼泚𩢑𠈈𧺼𡘌,止開三上支清,雌氏
1220,drjeX,豸褫陊䊓踶傂杝阤䚦廌褆徥,止開三上支澄,池爾
1221,sjeX,徙壐璽𠈈𢇌,止開三上支心,斯氏
1222,yeX,酏迆匜衪扡肔崺㥴孈,止開三上支以,移爾
1223,ljeX,邐峛㸚,止開三上支來,力紙
1224,srjeX,躧𩎉灑纚縰釃𩌦屣矖簁蓰,止開三上支生,所綺
1225,pjeX,𢔌俾鞞箄𪐄髀崥𦸣𠬈𢳋,止開三上支幫,并弭
1226,nyeX,爾尒尔邇迩,止開三上支日,兒氏
1227,mjieX,渳弭濔瀰芈羋敉侎葞蝆䦵㥝咪咩,止開三上支明,綿婢
1228,bjieX,婢庳,止開三上支並,便婢
1229,tsyheX,侈姼𡚼鉹誃㢋㢁垑懘㶴袳袲𧰲恀哆,止開三上支昌,尺氏
1230,syeX,弛豕阤,止開三上支書,施是
1231,tsjeX,紫訿訾啙𣸆跐茈呰㧗,止開三上支精,將此
1232,tsyweX,捶箠𦓝䮔沝,止合三上支章,之累
1233,tsrhjweX,揣㪜,止合三上支初,初委
1234,zjweX,𤢍,止合三上支邪,隨婢
1235,zyeX,舓舐𦧇𤜣,止開三上支船,神帋
1236,tsrjeX,㧗跐,止開三上支莊,側氏
1237,phjeX,㱟紴披,止開三上支滂,匹靡
1238,phjieX,諀庀吡疕仳䚹,止開三上支滂,匹婢
1239,yweX,䓈䔺芛撱䝐𤼒,止合三上支以,羊捶
1240,dzjweX,惢,止合三上支從,才捶
1241,khjweX,跬䞨頍䠑,止合三上支溪,丘弭
1242,nrjeX,狔旎抳,止開三上支娘,女氏
1243,ngjweX,硊頠𪀗姽,止合三上支疑,魚毁
1244,gjweX,跪,止合三上支群,渠委
1245,trhjeX,褫,止開三上支徹,敕豸
1246,trjeX,㨖𧛢,止開三上支知,陟侈
1247,xjeX,𪖪,止開三上支曉,興倚
1248,khjeX,企跂,止開三上支溪,丘弭
1249,dzyweX,菙㥨,止合三上支常,時髓
1250,kjieX,枳,止開三上支見,居氏
1251,tsyijX,旨指恉祁䛗厎砥茋,止開三上脂章,職雉
1252,dzyijX,視眡眎,止開三上脂常,承矢
1253,mijX,美媺𤛎渼媄,止開三上脂明,無鄙
1254,pijX,鄙啚娝痞,止開三上脂幫,方美
1255,zijX,兕𧰽𠒅𠒃羠薙䒨𧱅薙,止開三上脂邪,徐姊
1256,kjijX,几𪊨麂㞦机䢳𤜝㞛䂹,止開三上脂見,居履
1257,tsijX,姊秭,止開三上脂精,將几
1258,pjijX,比匕妣秕䃾沘枇朼疕髀,止開三上脂幫,卑履
1259,kwijX,軌簋朹晷厬𣷾宄匭㔲頯氿𧗝,止合三上脂見,居洧
1260,hwijX,洧鮪痏䵋,止合三上脂云,榮美
1261,syijX,屎𦳊矢𠂕,止開三上脂書,式視
1262,drijX,雉滍薙,止開三上脂澄,直几
1263,sijX,死,止開三上脂心,息姊
1264,bjijX,牝,止開三上脂並,扶履
1265,lijX,履,止開三上脂來,力几
1266,sywijX,水,止合三上脂書,式軌
1267,lwijX,壘蜼猚櫐蘽㶟𡻭轠藟誄耒讄𤢹,止合三上脂來,力軌
1268,gjwijX,揆楑𢜽嫢湀,止合三上脂群,求癸
1269,tshwijX,趡踓𨿐,止合三上脂清,千水
1270,nrijX,柅,止開三上脂娘,女履
1271,kjwijX,癸湀,止合三上脂見,居誄
1272,bijX,否痞圮仳殍𢁦䤏𡺮𢻹,止開三上脂並,符鄙
1273,dzwijX,㠑,止合三上脂從,徂累
1274,phijX,嚭秠疕𡺮𢻹,止開三上脂滂,匹鄙
1275,nywijX,蕊甤繠,止合三上脂日,如壘
1276,ywijX,唯蓶䲊壝瀢孈㨊踓,止合三上脂以,以水
1277,'jijX,㰻,止開三上脂影,於几
1278,tswijX,濢噿臎嗺,止合三上脂精,遵誄
1279,trijX,黹夂𢾫㨖,止開三上脂知,豬几
1280,trhijX,𧖛,止開三上脂徹,楮几
1281,tsyijX,𧿲,止開三上脂章,止姊
1282,xjwijX,䁤,止合三上脂曉,火癸
1283,gwijX,䣀,止合三上脂群,曁軌
1284,gjijX,跽,止開三上脂群,曁几
1285,khwijX,巋蘬,止合三上脂溪,丘軌
1286,tsyiX,止畤沚洔茝趾址阯芷厎,止開三上之章,諸市
1287,dzyiX,市恃畤,止開三上之常,時止
1288,triX,徵𧩼㨖,止開三上之知,陟里
1289,xiX,喜憙蟢,止開三上之曉,虚里
1290,kiX,紀己妀𠮯,止開三上之見,居里
1291,yiX,以㠯巳已苡苢佁攺,止開三上之以,羊己
1292,ziX,似佀祀𥘰禩姒巳耜𦓨汜洍泤攺鈶𪊍,止開三上之邪,詳里
1293,sriX,史使駛𩰢,止開三上之生,踈士
1294,nyiX,耳洱駬𪕔䋙,止開三上之日,而止
1295,liX,里裏裡鯉悝李㾖理娌俚𨛋,止開三上之來,良士
1296,siX,枲萆𤟧䈚葸諰𠪙,止開三上之心,胥里
1297,syiX,始,止開三上之書,詩止
1298,driX,歭跱峙痔㣥洔畤秲庤,止開三上之澄,直里
1299,khiX,起邔杞屺玘芑,止開三上之溪,墟里
1300,dzriX,士仕柹柿戺𢨪,止開三上之崇,鉏里
1301,zriX,俟竢涘騃𥾩𥏳𢓪,止開三上之俟,牀史
1302,tsiX,子㜽仔虸耔秄梓杍,止開三上之精,即里
1303,hiX,矣𦮸,止開三上之云,于紀
1304,ngiX,擬儗薿孴譺𥣖,止開三上之疑,魚紀
1305,tsyhiX,齒紕,止開三上之昌,昌里
1306,trhiX,恥祉褫,止開三上之徹,敕里
1307,tsrhiX,𠟴欼㱀,止開三上之初,初紀
1308,tsriX,滓笫𠂔胏䔂,止開三上之莊,阻史
1309,'iX,譩醷,止開三上之影,於擬
1310,nriX,你伱聻,止開三上之娘,乃里
1311,mjɨjX,尾亹斖浘娓䞔䅏䬿,止合三上微明,無匪
1312,'jɨjX,扆㥋庡僾偯靉,止開三上微影,於豈
1313,khjɨjX,豈䔇,止開三上微溪,袪狶
1314,kjɨjX,蟣幾穖𩴆,止開三上微見,居狶
1315,phjɨjX,斐菲胐悱𩦎奜䨽,止合三上微滂,敷尾
1316,pjɨjX,匪篚棐餥榧蜰䕁蜚,止合三上微幫,府尾
1317,hjwɨjX,韙煒暐偉瑋葦椲韡𩘚媁愇鍏𢯷,止合三上微云,于鬼
1318,kjwɨjX,鬼,止合三上微見,居偉
1319,xjwɨjX,虺𤈦𩃾虫卉,止合三上微曉,許偉
1320,ngjɨjX,顗螘,止開三上微疑,魚豈
1321,xjɨjX,豨狶俙𪖥霼唏,止開三上微曉,虚豈
1322,'jwɨjX,磈嵔,止合三上微影,於鬼
1323,bjɨjX,膹䆏橨蟦陫䒈,止合三上微並,浮鬼
1324,ngjoX,語圉敔圄衙齬鋙禦篽籞蘌䥏,遇開三上魚疑,魚巨
1325,ljoX,吕呂膂旅𥰠祣穭梠儢侶侣㭚郘絽𢈚鋁,遇開三上魚來,力舉
1326,drjoX,佇竚茅苧紵杼羜宁眝,遇開三上魚澄,直吕
1327,yoX,與与歟予藇𢌱㦛,遇開三上魚以,余吕
1328,tsyoX,䰞煑煮陼渚,遇開三上魚章,章与
1329,nyoX,汝肗茹㼋𪏮𡫽,遇開三上魚日,人渚
1330,syoX,暑鼠黍𧑓癙,遇開三上魚書,舒吕
1331,tsyhoX,杵處,遇開三上魚昌,昌與
1332,trjoX,貯𡪄𢁼褚𤲑䍆著詝䘢,遇開三上魚知,丁吕
1333,sjoX,諝胥稰醑糈楈𥚩㥠湑,遇開三上魚心,私吕
1334,trhjoX,楮柠褚,遇開三上魚徹,丑吕
1335,nrjoX,女籹,遇開三上魚娘,尼吕
1336,xjoX,許鄦,遇開三上魚曉,虚吕
1337,gjoX,巨拒秬距𧣒炬粔𧇽虡鐻鉅钜苣駏𦼫𦊐詎歫䶙,遇開三上魚群,其吕
1338,srjoX,所𠩄糈齭盨䝪疋,遇開三上魚生,踈舉
1339,tsrhjoX,楚礎齭齼濋𪓐䙘憷,遇開三上魚初,創舉
1340,tsrjoX,阻俎,遇開三上魚莊,側吕
1341,dzrjoX,齟鉏,遇開三上魚崇,牀吕
1342,dzjoX,沮咀怚袓跙𧽟,遇開三上魚從,慈吕
1343,'joX,𢮁𩩘,遇開三上魚影,於許
1344,kjoX,舉莒櫸筥柜𥴧𧺹䢹𠢈弆,遇開三上魚見,居許
1345,zjoX,敘緒藇序漵抒嶼鱮鱮𨣦𡱣,遇開三上魚邪,徐吕
1346,khjoX,去麮弆𧉧𥿇,遇開三上魚溪,羌舉
1347,zyoX,紓抒杼,遇開三上魚船,神與
1348,dzyoX,墅野,遇開三上魚常,承與
1349,tshjoX,𥅗,遇開三上魚清,七與
1350,tsjoX,苴咀䃊,遇開三上魚精,子與
1351,ngjuX,麌俁噳,遇合三上虞疑,虞矩
1352,hjuX,羽禹雨宇㝢瑀祤栩鄅頨楀萭䣁聥䨞,遇合三上虞云,王矩
1353,dzjuX,聚鄹,遇合三上虞從,慈庾
1354,pjuX,甫脯斧頫俯府腑簠黼蜅俌父郙,遇合三上虞幫,方矩
1355,mjuX,武舞儛嫵侮𦌬憮㒇珷碔廡𢋑甒潕鵡䳇𢜮膴瞴娬敄䒉䍙𤍍嘸,遇合三上虞明,文甫
1356,bjuX,父輔䩉𩒺腐𩾿滏䭸㕮蚥㾈秿鬴釜䪔嘸,遇合三上虞並,扶雨
1357,phjuX,撫𢻬弣𠛺拊殕䋨俌剖䌗䯽𠟌䞤,遇合三上虞滂,芳武
1358,drjuX,柱跓嵀,遇合三上虞澄,直主
1359,xjuX,詡𦀒𠳲冔姁栩珝欨祤咻喣䧁煦,遇合三上虞曉,況羽
1360,dzyuX,豎竪樹裋,遇合三上虞常,臣庾
1361,yuX,庾窳𥦠抌㥚𦺮愈瘉癒㼌貐楰斞,遇合三上虞以,以主
1362,tsyuX,主麈枓宔炷,遇合三上虞章,之庾
1363,'juX,傴噢迂,遇合三上虞影,於武
1364,khjuX,齲踽竘,遇合三上虞溪,驅雨
1365,trjuX,拄柱丶𪐴,遇合三上虞知,知庾
1366,nyuX,乳擩醹,遇合三上虞日,而主
1367,gjuX,窶貗,遇合三上虞群,其矩
1368,srjuX,數籔,遇合三上虞生,所矩
1369,kjuX,矩榘踽枸萭聥䅓𦐛楀蒟椇,遇合三上虞見,俱雨
1370,tshjuX,取,遇合三上虞清,七庾
1371,ljuX,縷𨻻僂褸簍嶁謱慺漊𪈜㜢𦳭蔞,遇合三上虞來,力主
1372,sjuX,𦄼䅡,遇合三上虞心,相庾
1373,dzrjuX,䝒𧱛,遇合三上虞崇,鶵禹
1374,muX,姥莽媽峔䥈𢜮,遇開一上模明,莫補
1375,thuX,土吐稌芏,遇開一上模透,他魯
1376,duX,杜肚荰土靯𤬪𡍨𢾖𥀁,遇開一上模定,徒古
1377,luX,魯櫓滷虜擄㢚𢲸樐艣鐪蓾𧀦鹵㔪鏀㭩䲐,遇開一上模來,郎古
1378,tshuX,蔖𧆓,遇開一上模清,采古
1379,tuX,覩睹暏𥀁賭堵肚帾楮䁈㕆,遇開一上模端,當古
1380,kuX,古皷鼓鼔瞽股𦙶罟蠱估盬鈷羖𦍩詁牯賈夃沽焸𠒂𥂩,遇開一上模見,公戸
1381,nguX,五午旿伍仵,遇開一上模疑,疑古
1382,buX,簿部,遇開一上模並,裴古
1383,dzuX,粗駔伹麆觕,遇開一上模從,徂古
1384,tsuX,祖珇組蒩靻䔃,遇開一上模精,則古
1385,xuX,虎琥戽滸𨛵萀䗂,遇開一上模曉,呼古
1386,'uX,隖塢鄔瑦䃖𢄓溩䡧𧽋䛩埡,遇開一上模影,安古
1387,khuX,苦䇢,遇開一上模溪,康杜
1388,nuX,弩怒砮努𧉭孥,遇開一上模泥,奴古
1389,huX,戶戸户楛扈怙鄠帍祜昈𡻮岵芐雇𩿇𪄮𨛸婟戽㕆洿𡜂酤滬簄,遇開一上模匣,侯古
1390,phuX,普溥誧浦烳,遇開一上模滂,滂古
1391,puX,補譜圃,遇開一上模幫,博古
1392,dzejX,薺𩶆鱭癠呰,蟹開四上齊從,徂禮
1393,lejX,禮礼𥴡蠡𦫈澧醴鱧鱺𩽵欚盠劙豊𣀷欐,蟹開四上齊來,盧啓
1394,thejX,體軆醍涕䪆挮緹𣈡,蟹開四上齊透,他禮
1395,phejX,䫌,蟹開四上齊滂,匹米
1396,tsejX,濟㧗䍤癠夘,蟹開四上齊精,子禮
1397,tejX,邸底詆䏄坻抵牴觝柢弤㪆堤軧,蟹開四上齊端,都禮
1398,dejX,弟娣悌䑯遞㼵媞,蟹開四上齊定,徒禮
1399,nejX,禰嬭䦵苨𩋪𦰫瀰坭𩯨薾檷鑈𩍦,蟹開四上齊泥,奴禮
1400,sejX,洗洒,蟹開四上齊心,先禮
1401,tshejX,泚玼緀皉,蟹開四上齊清,千禮
1402,khejX,啓啟棨綮卟䭬稽晵闙启䏿㒅䡔,蟹開四上齊溪,康禮
1403,xejX,徯謑𥰥𦩶涀𧨍匸𥉐,蟹開四上齊曉,胡禮
1404,mejX,米眯䋛洣蔝𡬍䱊,蟹開四上齊明,莫禮
1405,bejX,陛梐髀䯗㙄𦸣𤙞𠈺,蟹開四上齊並,傍禮
1406,'ejX,𠯋䚷,蟹開四上齊影,烏弟
1407,ngejX,堄㪒掜觬䘽晲,蟹開四上齊疑,研啓
1408,pejX,㪏𤽊,蟹開四上齊幫,補米
1409,heaX,蟹䲒𨼬解獬澥嶰,蟹開二上佳匣,胡買
1410,meaX,買嘪蕒鷶㵋,蟹開二上佳明,莫蟹
1411,kheaX,䒓𡢖𦞉,蟹開二上佳溪,苦蟹
1412,dreaX,廌豸𧳋,蟹開二上佳澄,宅買
1413,nreaX,嬭奶㚷,蟹開二上佳娘,奴蟹
1414,beaX,罷矲猈𢟡憊䥯㔥,蟹開二上佳並,薄蟹
1415,'eaX,矮㢊躷,蟹開二上佳影,烏蟹
1416,peaX,擺捭,蟹開二上佳幫,北買
1417,keaX,解薢檞,蟹開二上佳見,佳買
1418,sreaX,灑𩌦躧,蟹開二上佳生,所蟹
1419,kweaX,𠁥柺𡐠,蟹合二上佳見,乖買
1420,drweaX,㧳,蟹合二上佳澄,丈夥
1421,hweaX,夥,蟹合二上佳匣,懷𠁥
1422,xweaX,扮,蟹合二上佳曉,花夥
1423,geaX,箉拐,蟹開二上佳群,求蟹
1424,heajX,駭絯侅駴,蟹開二上皆匣,侯楷
1425,kheajX,楷𠢲𥏪鍇,蟹開二上皆溪,苦駭
1426,ngeajX,騃娾𤶗𧡋,蟹開二上皆疑,五駭
1427,'eajX,挨唉,蟹開二上皆影,於駭
1428,xwojX,賄𧶅䏨燘悔蛕㷄,蟹合一上灰曉,呼罪
1429,'wojX,猥腲嵔鍡㛱碨𥓔㱬㞇𨝀,蟹合一上灰影,烏賄
1430,lwojX,磥磊癗𡾋礧䣂鑘㵽郲𡼊蕾儡𨻾𦢏頛櫑,蟹合一上灰來,落猥
1431,dwojX,錞瀢陮𨯝𦶏,蟹合一上灰定,徒猥
1432,dzwojX,罪辠㠑,蟹合一上灰從,徂賄
1433,mwojX,浼潣每挴燘䜸,蟹合一上灰明,武罪
1434,thwojX,腿骽聉僓脮㟎㱣㞂,蟹合一上灰透,吐猥
1435,hwojX,瘣溾㱱䜋匯廆䕇輠𨝀,蟹合一上灰匣,胡罪
1436,khwojX,䫥㚍顝傀磈,蟹合一上灰溪,口猥
1437,twojX,𦞙䇏𡑈頧謉,蟹合一上灰端,都罪
1438,nwojX,餧餒浽娞𩗔鮾脮㼏,蟹合一上灰泥,奴罪
1439,trwojX,𩬳,蟹合一上灰知,陟賄
1440,ngwojX,頠顡隗峞嵬䫥䃬,蟹合一上灰疑,五罪
1441,tshwojX,皠𣿒𣿓漼璀𥼺䊫,蟹合一上灰清,七罪
1442,bwojX,琲痱𢳁,蟹合一上灰並,蒲罪
1443,tswojX,嶊洅,蟹合一上灰精,子罪
1444,hjwojX,倄,蟹合一上灰云,于罪
1445,xojX,海醢橀,蟹開一上咍曉,呼改
1446,khojX,愷凱颽塏暟鎧䐩闓輆,蟹開一上咍溪,苦亥
1447,tsojX,宰載縡䏁,蟹開一上咍精,作亥
1448,dojX,待駘殆怠迨紿詒軩𨽿𠷂䈚,蟹開一上咍定,徒亥
1449,nojX,乃迺鼐,蟹開一上咍泥,奴亥
1450,kojX,改頦絠,蟹開一上咍見,古亥
1451,hojX,亥侅㧡𥩲氦,蟹開一上咍匣,胡改
1452,phojX,啡,蟹開一上咍滂,匹愷
1453,tshojX,采採睬綵寀彩㥒䰂,蟹開一上咍清,倉宰
1454,tsyhojX,茝,蟹開一上咍昌,昌紿
1455,tojX,等歹傣,蟹開一上咍端,多改
1456,mojX,䆀脄,蟹開一上咍明,莫亥
1457,dzojX,在,蟹開一上咍從,昨宰
1458,phojX,俖朏,蟹開一上咍滂,普乃
1459,'ojX,欸㕈毐挨,蟹開一上咍影,於改
1460,yojX,佁,蟹開一上咍以,夷在
1461,thojX,㘆,蟹開一上咍透,他亥
1462,nyojX,疓,蟹開一上咍日,如亥
1463,lojX,𨦂唻,蟹開一上咍來,來改
1464,yojX,䑂𦚪,蟹開一上咍以,與改
1465,bojX,倍菩蓓,蟹開一上咍並,薄亥
1466,tsyinX,軫縝胗疹畛賑㐱鬒槇紾縝𦕑診袗裖敐眕䪾黰駗𣞟稹𠘱,臻開三上眞章,章忍
1467,trhinX,辴,臻開三上眞徹,丑忍
1468,dzyinX,腎蜃祳脤㰮鋠,臻開三上眞常,時忍
1469,nyinX,忍荵涊,臻開三上眞日,而軫
1470,syinX,矤矧訠哂弞頣,臻開三上眞書,式忍
1471,linX,嶙僯𩕔橉撛,臻開三上眞來,良忍
1472,drinX,紖䏖䀕眹,臻開三上眞澄,直引
1473,kjinX,緊胗𦜌𤷌,臻開三上眞見,居忍
1474,dzinX,盡濜,臻開三上眞從,慈忍
1475,tsinX,㯸盡,臻開三上眞精,即忍
1476,bjinX,牝髕臏猵,臻開三上眞並,毗忍
1477,ngjinX,釿磭𪙤齗听,臻開三上眞疑,宜引
1478,tshinX,笉,臻開三上眞清,七忍
1479,gwinX,窘僒莙㖥㻒箘菌䐃蔨蜠,臻合三上眞群,渠殞
1480,yinX,引𢎢蚓螾弞𠻤𢯼䏖濥廴戭縯鈏靷,臻開三上眞以,余忍
1481,minX,愍慜憫閔湣敏敃暋潣簢𥴲𤛎𦌡𨏵鰵,臻開三上眞明,眉殞
1482,mjinX,泯𤿕僶笢黽澠䟨刡𨍌䐇,臻開三上眞明,武盡
1483,hwinX,殞溳磒隕霣愪荺,臻合三上眞云,于敏
1484,tsywinX,準准埻純,臻合三上諄章,之尹
1485,ywinX,尹䪳允狁馻玧𡴞𧉃,臻合三上諄以,余準
1486,swinX,筍笋𠣬鵻隼箰簨𥯗𣕍栒,臻合三上諄心,思尹
1487,nywinX,蝡,臻合三上諄日,而允
1488,tsyhwinX,蠢𢧨䐏踳惷𦚧偆僢𢾎,臻合三上諄昌,尺尹
1489,zywinX,盾揗吮楯,臻合三上諄船,食尹
1490,trhwinX,偆,臻合三上諄徹,癡準
1491,lwinX,耣𦓾,臻合三上諄來,力準
1492,nywinX,𣯍,臻合三上諄日,而尹
1493,khwinX,𦃢,臻合三上諄溪,丘尹
1494,khjinX,螼𤿳𧼒,臻開三上眞溪,弃忍
1495,sywinX,賰,臻合三上諄書,式允
1496,xjinX,脪㾙,臻開三上眞曉,興腎
1497,dzrinX,濜,臻開三上眞崇,鉏紖
1498,tsyinX,屒,臻開三上眞章,珍忍
1499,mjunX,吻𦝮刎抆伆勽𦮶,臻合三上文明,武粉
1500,pjunX,粉黺扮,臻合三上文幫,方吻
1501,bjunX,憤𢤬扮㿎鼢蚡墳魵鱝弅轒膹𢅯坋,臻合三上文並,房吻
1502,phjunX,忿魵,臻合三上文滂,敷粉
1503,'junX,惲蕰藴韞緼褞䡝賱醖醞揾,臻合三上文影,於粉
1504,ngjunX,齳齫夽喗𧼐,臻合三上文疑,魚吻
1505,hjunX,抎䫟𪏚𤸫,臻合三上文云,云粉
1506,khjunX,𧼐,臻合三上文溪,丘粉
1507,'jɨnX,隱磤癮𤻘㥯嶾㐆嶾㶏櫽䌥𨏈乚,臻開三上欣影,於謹
1508,kjɨnX,謹𪏴㹏槿堇𡎸漌慬巹𧯷菦,臻開三上欣見,居隱
1509,tsrinX,𧤛𣐽,臻開三上臻莊,仄謹
1510,khjɨnX,赾,臻開三上欣溪,丘謹
1511,gjɨnX,近瘽,臻開三上欣群,其謹
1512,tsrhinX,齔齓,臻開三上臻初,初謹
1513,ngjɨnX,听,臻開三上欣疑,牛謹
1514,xjɨnX,䘆,臻開三上欣曉,休謹
1515,ngjwonX,阮𠒜邧朊,山合三上元疑,虞遠
1516,hjwonX,遠𩔃,山合三上元云,雲阮
1517,'jonX,偃㫃䞁鶠郾褗堰匽鄢鼴蝘鰋,山開三上元影,於幰
1518,kjonX,湕𥍹㔓揵蹇,山開三上元見,居偃
1519,gjonX,寋楗鍵𠐻,山開三上元群,其偃
1520,khjonX,𧥛,山開三上元溪,去偃
1521,ngjonX,𧥜巘𪗛屵,山開三上元疑,語偃
1522,xjonX,幰攇䘆䜢,山開三上元曉,虚偃
1523,mjonX,晚娩挽輓㿸㝃脕,山合三上元明,無遠
1524,pjonX,反䡊阪坂返橎,山合三上元幫,府遠
1525,gjwonX,𧯦圈菌卷,山合三上元群,求晚
1526,'jwonX,婉菀苑踠蜿䖤畹琬宛惌倇䩩𩌑䘼夗𩎺晼睕𤗍䛄,山合三上元影,於阮
1527,khjwonX,䅚綣虇裷䊎𪐂,山合三上元溪,去阮
1528,xjwonX,暅䁔咺烜愃𧡩諼,山合三上元曉,况晚
1529,bjonX,飯軬笲䪻,山合三上元並,扶晚
1530,hwonX,混鯶渾緷焜倱棍䫟睔㮯䚠𨡫䧰掍睴煇,臻合一上魂匣,胡本
1531,phwonX,翉,臻合一上魂滂,普本
1532,tshwonX,忖𢩭刌,臻合一上魂清,倉本
1533,pwonX,本夲畚𤲙笨㡷苯,臻合一上魂幫,布忖
1534,swonX,損㾕䐣𦠆,臻合一上魂心,蘇本
1535,tswonX,撙𠟃噂譐䔿僔,臻合一上魂精,兹損
1536,'wonX,穩𡁋㒚,臻合一上魂影,烏本
1537,dwonX,囤𥫱盾沌坉庉遁遯㡒,臻合一上魂定,徒損
1538,dzwonX,鱒,臻合一上魂從,才本
1539,kwonX,𩩌𧞢衮袞緄鯀輥緷蓘惃丨䃂錕滾,臻合一上魂見,古本
1540,thwonX,畽𤊯吨黗,臻合一上魂透,他衮
1541,khwonX,閫壼𡈋稇裍悃𩑔梱齫硱,臻合一上魂溪,苦本
1542,lwonX,㤻惀睔碖,臻合一上魂來,盧本
1543,bwonX,獖笨夯㨧体,臻合一上魂並,蒲本
1544,mwonX,懣,臻合一上魂明,模本
1545,nwonX,㶧,臻合一上魂泥,乃本
1546,xwonX,𦃕惛,臻合一上魂曉,虚本
1547,honX,很狠,臻開一上痕匣,胡墾
1548,khonX,墾懇齦豤,臻開一上痕溪,康很
1549,konX,䫀詪,臻開一上痕見,古很
1550,hanX,旱𡷛皔䓍䛞,山開一上寒匣,胡笴
1551,tanX,亶𤺺嬗笪疸觛狚担,山開一上寒端,多旱
1552,thanX,坦䦔,山開一上寒透,他旦
1553,sanX,散𢽳𢿨饊糤鏾繖䉈傘𣀧𢄻,山開一上寒心,蘇旱
1554,danX,但蜑蛋袒襢誕潬䩥繵膻僤觛,山開一上寒定,徒旱
1555,dzanX,瓉瓚趲禶,山開一上寒從,藏旱
1556,kanX,趕笴簳皯稈秆仠稈秆仠矸衦擀,山開一上寒見,古旱
1557,lanX,懶嬾𥻂𥽭讕灡,山開一上寒來,落旱
1558,khanX,侃衎,山開一上寒溪,空旱
1559,xanX,罕䍐蔊厂灘暵焊熯,山開一上寒曉,呼旱
1560,tsanX,䰖趲攢,山開一上寒精,作旱
1561,hwanX,緩澣浣綄㬊䁔𧡩梡棵𧶲鰀嵈晥䈠,山合一上桓匣,胡管
1562,twanX,短𢭃斷𢷖,山合一上桓端,都管
1563,'wanX,碗椀盌,山合一上桓影,烏管
1564,thwanX,疃𤲫瘓䠪䜝𢣎𩏇,山合一上桓透,吐緩
1565,swanX,算匴篹,山合一上桓心,蘇管
1566,kwanX,管筦脘輨盥琯痯悹䩪錧䗆䘾,山合一上桓見,古滿
1567,lwanX,卵,山合一上桓來,盧管
1568,khwanX,款歀欵窾䥗梡棵䲌,山合一上桓溪,苦管
1569,nwanX,煗暖煖餪㬉渜稬,山合一上桓泥,乃管
1570,tswanX,纂䂎纉纘儹籫鄼繤𦆈,山合一上桓精,作管
1571,banX,伴㚘拌,山合一上桓並,蒲旱
1572,manX,滿懣𢟮𥲈鏋,山合一上桓明,莫旱
1573,panX,粄䉽䬳瓪昄,山合一上桓幫,博管
1574,zwanX,鄹,山合一上桓邪,辝纂
1575,dwanX,斷𩋦緞,山合一上桓定,徒管
1576,nanX,攤,山開一上寒泥,奴但
1577,phanX,坢𧺾,山合一上桓滂,普伴
1578,sraenX,潸,山開二上刪生,數板
1579,'waenX,綰,山合二上刪影,烏板
1580,paenX,板版蝂瓪昄鈑舨,山開二上刪幫,布綰
1581,tsraenX,䩆拃䎒,山開二上刪莊,側板
1582,nraenX,赧𩈶㫱戁,山開二上刪娘,奴板
1583,haenX,僩憪𤡥捍橌,山開二上刪匣,下赧
1584,hwaenX,睆睅𪍺鯇䴷皖莞,山合二上刪匣,戸板
1585,baenX,阪昄魬,山開二上刪並,扶板
1586,maenX,矕𦺖,山開二上刪明,武板
1587,dzraenX,𪘪䗃驏,山開二上刪崇,士板
1588,ngaenX,𪗙,山開二上刪疑,五板
1589,tsrhaenX,㹽,山開二上刪初,初板
1590,phaenX,眅,山開二上刪滂,普板
1591,dzrwaenX,撰饌,山合二上刪崇,雛鯇
1592,sreanX,產産簅摌㹌嵼汕滻㦃𥽽𩥮,山開二上山生,所簡
1593,heanX,限硍䁂㹂䦘,山開二上山匣,胡簡
1595,keanX,簡㶕僴𧟉柬暕揀,山開二上山見,古限
1596,tsrheanX,剗鏟丳羼㦃䐮,山開二上山初,初限
